GroupID,Segment,Person.1,Person.2,LSM,WC.Person.1,WC.Person.2,ppron.Person.1,ppron.Person.2,ipron.Person.1,ipron.Person.2,article.Person.1,article.Person.2,prep.Person.1,prep.Person.2,negate.Person.1,negate.Person.2,adverb.Person.1,adverb.Person.2,auxverb.Person.1,auxverb.Person.2,conj.Person.1,conj.Person.2
gpt-4o_prompt1_false-presuppositions42_3,1,human,agent,0.63,25,211,16,9.48,16,7.58,0,7.11,8,11.37,4,2.37,12,7.58,16,7.58,4,8.53
gpt-4o_prompt1_false-presuppositions42_4,1,human,agent,0.66,29,221,13.79,7.69,10.34,7.24,3.45,4.98,3.45,12.67,6.9,1.36,20.69,9.5,13.79,5.88,10.34,8.6
gpt-4o_prompt1_false-presuppositions42_5,1,human,agent,0.53,25,229,20,5.24,4,8.73,8,4.37,20,9.61,0,1.75,8,10.04,8,8.3,0,10.04
gpt-4o_prompt2_false-presuppositions42_1,1,human,agent,0.49,13,93,7.69,9.68,0,4.3,7.69,8.6,7.69,17.2,0,1.08,23.08,10.75,0,6.45,7.69,5.38
gpt-4o_prompt2_false-presuppositions42_2,1,human,agent,0.63,19,174,10.53,10.92,10.53,6.9,0,5.75,5.26,13.22,10.53,3.45,21.05,8.05,10.53,9.2,5.26,9.2
gpt-4o_prompt2_false-presuppositions42_3,1,human,agent,0.69,25,201,16,11.94,16,8.96,0,5.47,8,11.44,4,2.99,12,8.46,16,10.95,4,9.45
gpt-4o_prompt2_false-presuppositions42_4,1,human,agent,0.73,29,229,13.79,11.35,10.34,8.73,3.45,4.8,3.45,12.23,6.9,1.75,20.69,11.35,13.79,6.55,10.34,10.48
gpt-4o_prompt2_false-presuppositions42_5,1,human,agent,0.53,25,236,20,8.05,4,9.32,8,5.08,20,9.32,0,3.39,8,11.02,8,11.44,0,10.59
gpt-4o_prompt3_false-presuppositions42_1,1,human,agent,0.61,13,91,7.69,7.69,0,3.3,7.69,5.49,7.69,16.48,0,0,23.08,5.49,0,1.1,7.69,7.69
gpt-4o_prompt3_false-presuppositions42_2,1,human,agent,0.48,19,210,10.53,5.24,10.53,5.71,0,7.14,5.26,12.86,10.53,1.43,21.05,5.24,10.53,3.33,5.26,8.57
gpt-4o_prompt3_false-presuppositions42_3,1,human,agent,0.59,25,215,16,11.16,16,6.05,0,6.51,8,12.56,4,1.4,12,8.37,16,6.05,4,8.37
gpt-4o_prompt3_false-presuppositions42_4,1,human,agent,0.64,29,219,13.79,7.76,10.34,7.31,3.45,6.85,3.45,14.16,6.9,1.37,20.69,9.13,13.79,5.94,10.34,10.96
gpt-4o_prompt3_false-presuppositions42_5,1,human,agent,0.59,25,220,20,7.27,4,5,8,4.09,20,12.27,0,1.36,8,10.91,8,8.18,0,6.82
gpt-4o_prompt4_false-presuppositions42_1,1,human,agent,0.44,13,91,7.69,12.09,0,5.49,7.69,8.79,7.69,15.38,0,1.1,23.08,3.3,0,4.4,7.69,6.59
gpt-4o_prompt4_false-presuppositions42_2,1,human,agent,0.58,19,162,10.53,5.56,10.53,10.49,0,6.17,5.26,16.05,10.53,1.85,21.05,8.02,10.53,6.79,5.26,7.41
gpt-4o_prompt4_false-presuppositions42_3,1,human,agent,0.66,25,148,16,9.46,16,8.78,0,4.05,8,10.81,4,2.03,12,12.16,16,8.78,4,8.78
gpt-4o_prompt4_false-presuppositions42_4,1,human,agent,0.71,29,184,13.79,10.33,10.34,9.24,3.45,4.89,3.45,11.96,6.9,1.63,20.69,9.78,13.79,7.07,10.34,11.96
gpt-4o_prompt4_false-presuppositions42_5,1,human,agent,0.53,25,191,20,6.81,4,8.9,8,4.71,20,11.52,0,2.62,8,10.99,8,11.52,0,12.04
gpt-4o_prompt0_false-presuppositions43_1,1,human,agent,0.60,53,358,0,0.28,5.66,3.91,7.55,6.7,16.98,15.64,3.77,0.56,18.87,5.03,11.32,5.03,5.66,8.66
gpt-4o_prompt0_false-presuppositions43_2,1,human,agent,0.52,28,210,17.86,2.38,7.14,1.9,3.57,9.52,7.14,14.29,3.57,1.43,10.71,4.76,17.86,7.14,3.57,9.05
gpt-4o_prompt0_false-presuppositions43_3,1,human,agent,0.56,29,232,3.45,0.86,10.34,2.59,0,6.03,17.24,16.38,3.45,0.86,3.45,3.45,10.34,5.6,3.45,8.19
gpt-4o_prompt0_false-presuppositions43_4,1,human,agent,0.73,44,224,4.55,0.89,6.82,6.25,9.09,10.27,13.64,13.39,4.55,0.45,4.55,6.7,9.09,7.14,4.55,7.14
gpt-4o_prompt0_false-presuppositions43_5,1,human,agent,0.46,27,227,18.52,4.41,7.41,4.41,0,11.01,7.41,12.33,3.7,1.32,11.11,4.41,14.81,7.49,0,6.17
gpt-4o_prompt1_false-presuppositions43_1,1,human,agent,0.51,53,339,0,0.29,5.66,1.47,7.55,6.78,16.98,12.09,3.77,0,18.87,4.42,11.32,5.31,5.66,7.67
gpt-4o_prompt1_false-presuppositions43_2,1,human,agent,0.54,28,196,17.86,3.06,7.14,0.51,3.57,9.69,7.14,11.73,3.57,2.04,10.71,5.61,17.86,5.61,3.57,7.14
gpt-4o_prompt1_false-presuppositions43_3,1,human,agent,0.60,29,209,3.45,1.91,10.34,3.35,0,7.18,17.24,13.4,3.45,0.96,3.45,3.83,10.34,6.22,3.45,8.61
gpt-4o_prompt1_false-presuppositions43_4,1,human,agent,0.77,44,229,4.55,2.62,6.82,4.37,9.09,10.48,13.64,12.66,4.55,0.44,4.55,3.93,9.09,6.55,4.55,6.55
gpt-4o_prompt1_false-presuppositions43_5,1,human,agent,0.44,27,230,18.52,4.78,7.41,4.35,0,6.09,7.41,10.87,3.7,1.74,11.11,2.17,14.81,6.52,0,8.26
gpt-4o_prompt2_false-presuppositions43_1,1,human,agent,0.68,53,225,0,1.33,5.66,6.67,7.55,12.44,16.98,13.33,3.77,1.78,18.87,10.22,11.32,6.67,5.66,8.44
gpt-4o_prompt2_false-presuppositions43_2,1,human,agent,0.59,28,228,17.86,3.51,7.14,2.19,3.57,12.28,7.14,10.09,3.57,2.19,10.71,6.58,17.86,6.14,3.57,8.77
gpt-4o_prompt2_false-presuppositions43_3,1,human,agent,0.61,29,235,3.45,1.7,10.34,5.96,0,9.79,17.24,11.49,3.45,0.85,3.45,5.96,10.34,9.79,3.45,8.09
gpt-4o_prompt2_false-presuppositions43_4,1,human,agent,0.80,44,242,4.55,3.31,6.82,6.2,9.09,12.4,13.64,13.64,4.55,0.83,4.55,3.72,9.09,6.2,4.55,7.85
gpt-4o_prompt2_false-presuppositions43_5,1,human,agent,0.52,27,243,18.52,6.58,7.41,6.58,0,8.64,7.41,12.35,3.7,1.23,11.11,6.17,14.81,9.05,0,4.94
gpt-4o_prompt3_false-presuppositions43_1,1,human,agent,0.50,53,344,0,0.29,5.66,1.74,7.55,9.3,16.98,16.28,3.77,0,18.87,3.49,11.32,4.94,5.66,9.01
gpt-4o_prompt3_false-presuppositions43_2,1,human,agent,0.58,28,207,17.86,2.42,7.14,2.42,3.57,8.21,7.14,13.04,3.57,2.42,10.71,5.31,17.86,5.31,3.57,7.73
gpt-4o_prompt3_false-presuppositions43_3,1,human,agent,0.62,29,214,3.45,2.34,10.34,5.14,0,5.14,17.24,12.15,3.45,0.93,3.45,4.21,10.34,6.54,3.45,8.88
gpt-4o_prompt3_false-presuppositions43_4,1,human,agent,0.78,44,231,4.55,3.46,6.82,3.46,9.09,9.52,13.64,12.99,4.55,0.87,4.55,3.9,9.09,5.63,4.55,7.36
gpt-4o_prompt3_false-presuppositions43_5,1,human,agent,0.44,27,224,18.52,4.91,7.41,4.91,0,9.82,7.41,13.39,3.7,1.34,11.11,3.57,14.81,6.25,0,5.8
gpt-4o_prompt4_false-presuppositions43_1,1,human,agent,0.63,53,207,0,0.97,5.66,5.31,7.55,14.01,16.98,13.53,3.77,1.45,18.87,4.83,11.32,7.73,5.66,9.66
gpt-4o_prompt4_false-presuppositions43_2,1,human,agent,0.65,28,207,17.86,3.38,7.14,2.9,3.57,9.66,7.14,11.11,3.57,3.38,10.71,6.76,17.86,8.7,3.57,9.18
gpt-4o_prompt4_false-presuppositions43_3,1,human,agent,0.67,29,215,3.45,2.33,10.34,6.05,0,9.77,17.24,11.16,3.45,1.4,3.45,4.65,10.34,8.37,3.45,6.05
gpt-4o_prompt4_false-presuppositions43_4,1,human,agent,0.83,44,224,4.55,2.23,6.82,7.14,9.09,12.05,13.64,13.84,4.55,1.34,4.55,3.57,9.09,8.48,4.55,5.8
gpt-4o_prompt4_false-presuppositions43_5,1,human,agent,0.48,27,226,18.52,3.98,7.41,5.75,0,10.62,7.41,12.39,3.7,1.33,11.11,3.98,14.81,9.73,0,8.85
gpt-4o_prompt0_false-presuppositions44_1,1,human,agent,0.52,18,364,0,0.27,0,2.47,11.11,13.74,27.78,13.74,0,1.1,5.56,3.02,5.56,6.59,5.56,5.22
gpt-4o_prompt0_false-presuppositions44_2,1,human,agent,0.39,21,193,4.76,1.04,0,2.07,14.29,13.47,14.29,16.58,4.76,1.04,0,4.15,14.29,5.18,0,6.74
gpt-4o_prompt0_false-presuppositions44_3,1,human,agent,0.72,25,217,4,0.92,12,4.61,8,12.44,12,14.75,4,2.3,8,4.61,8,7.37,8,4.61
gpt-4o_prompt0_false-presuppositions44_4,1,human,agent,0.52,36,224,13.89,1.34,5.56,2.23,8.33,14.29,11.11,16.96,0,0.45,2.78,3.57,11.11,4.46,2.78,9.38
gpt-4o_prompt0_false-presuppositions44_5,1,human,agent,0.66,32,234,9.38,1.28,6.25,2.56,9.38,11.54,9.38,14.53,6.25,1.71,3.13,3.42,12.5,6.84,3.13,5.98
gpt-4o_prompt1_false-presuppositions44_1,1,human,agent,0.49,18,349,0,0.57,0,2.58,11.11,12.32,27.78,15.19,0,0.86,5.56,1.72,5.56,7.16,5.56,6.88
gpt-4o_prompt1_false-presuppositions44_2,1,human,agent,0.38,21,215,4.76,0.93,0,3.72,14.29,10.7,14.29,16.74,4.76,0.93,0,2.33,14.29,6.05,0,7.44
gpt-4o_prompt1_false-presuppositions44_3,1,human,agent,0.70,25,229,4,0.44,12,4.37,8,11.79,12,15.28,4,1.75,8,4.8,8,7.86,8,5.68
gpt-4o_prompt1_false-presuppositions44_4,1,human,agent,0.54,36,239,13.89,0.84,5.56,2.51,8.33,15.48,11.11,14.64,0,0.84,2.78,4.18,11.11,5.44,2.78,7.53
gpt-4o_prompt1_false-presuppositions44_5,1,human,agent,0.67,32,238,9.38,1.26,6.25,5.46,9.38,10.5,9.38,13.87,6.25,0.84,3.13,2.94,12.5,5.04,3.13,6.72
gpt-4o_prompt2_false-presuppositions44_1,1,human,agent,0.51,18,183,0,1.09,0,4.37,11.11,13.11,27.78,16.39,0,1.09,5.56,2.19,5.56,5.46,5.56,7.1
gpt-4o_prompt2_false-presuppositions44_2,1,human,agent,0.34,21,200,4.76,0,0,5,14.29,12,14.29,16,4.76,1,0,7,14.29,5,0,5
gpt-4o_prompt2_false-presuppositions44_3,1,human,agent,0.70,25,226,4,1.77,12,2.65,8,16.37,12,15.49,4,1.77,8,6.64,8,5.75,8,4.42
gpt-4o_prompt2_false-presuppositions44_4,1,human,agent,0.54,36,228,13.89,1.32,5.56,2.63,8.33,18.42,11.11,14.47,0,1.75,2.78,4.39,11.11,5.7,2.78,7.46
gpt-4o_prompt2_false-presuppositions44_5,1,human,agent,0.68,32,243,9.38,1.65,6.25,3.29,9.38,14.4,9.38,12.76,6.25,2.88,3.13,7,12.5,6.58,3.13,3.7
gpt-4o_prompt3_false-presuppositions44_1,1,human,agent,0.59,18,144,0,0,0,2.08,11.11,14.58,27.78,18.75,0,0.69,5.56,0.69,5.56,4.17,5.56,5.56
gpt-4o_prompt3_false-presuppositions44_2,1,human,agent,0.41,21,210,4.76,0.95,0,3.81,14.29,13.33,14.29,14.76,4.76,0.95,0,1.9,14.29,6.67,0,6.19
gpt-4o_prompt3_false-presuppositions44_3,1,human,agent,0.66,25,208,4,0.48,12,3.85,8,14.9,12,15.38,4,1.92,8,4.33,8,4.33,8,6.73
gpt-4o_prompt3_false-presuppositions44_4,1,human,agent,0.52,36,212,13.89,1.42,5.56,2.36,8.33,15.09,11.11,16.51,0,0.47,2.78,6.13,11.11,5.66,2.78,7.08
gpt-4o_prompt3_false-presuppositions44_5,1,human,agent,0.68,32,231,9.38,1.73,6.25,3.9,9.38,13.85,9.38,14.29,6.25,1.73,3.13,2.6,12.5,4.76,3.13,4.33
gpt-4o_prompt4_false-presuppositions44_1,1,human,agent,0.60,18,154,0,0,0,4.55,11.11,14.29,27.78,14.94,0,0.65,5.56,1.3,5.56,6.49,5.56,4.55
gpt-4o_prompt4_false-presuppositions44_2,1,human,agent,0.40,21,176,4.76,0.57,0,3.41,14.29,13.07,14.29,15.34,4.76,1.14,0,3.41,14.29,6.82,0,5.11
gpt-4o_prompt4_false-presuppositions44_3,1,human,agent,0.73,25,190,4,1.58,12,3.16,8,13.16,12,15.26,4,1.58,8,5.79,8,8.42,8,5.79
gpt-4o_prompt4_false-presuppositions44_4,1,human,agent,0.62,36,216,13.89,1.85,5.56,5.09,8.33,17.59,11.11,13.89,0,0.93,2.78,3.7,11.11,6.94,2.78,6.02
gpt-4o_prompt4_false-presuppositions44_5,1,human,agent,0.72,32,209,9.38,1.91,6.25,4.31,9.38,12.44,9.38,13.4,6.25,2.39,3.13,4.78,12.5,8.13,3.13,4.78
gpt-4o_prompt0_false-presuppositions45_1,1,human,agent,0.57,36,339,0,0.59,8.33,2.36,5.56,8.26,11.11,14.75,2.78,0.29,5.56,3.54,8.33,3.83,5.56,7.08
gpt-4o_prompt0_false-presuppositions45_2,1,human,agent,0.22,21,222,19.05,0.45,9.52,2.25,0,4.05,0,14.86,9.52,0.45,4.76,3.15,19.05,4.95,0,7.21
gpt-4o_prompt0_false-presuppositions45_3,1,human,agent,0.64,29,229,6.9,0,10.34,6.11,6.9,6.99,13.79,11.79,3.45,0.44,3.45,3.06,3.45,8.73,3.45,6.11
gpt-4o_prompt0_false-presuppositions45_4,1,human,agent,0.59,32,240,3.13,0.42,6.25,3.33,9.38,9.58,15.63,13.33,0,1.67,6.25,1.67,3.13,2.08,3.13,6.25
gpt-4o_prompt0_false-presuppositions45_5,1,human,agent,0.50,30,234,6.67,0.85,10,3.42,3.33,6.41,6.67,14.53,3.33,1.28,16.67,3.42,16.67,5.98,3.33,8.97
gpt-4o_prompt1_false-presuppositions45_1,1,human,agent,0.71,36,333,0,0.6,8.33,4.2,5.56,6.61,11.11,13.51,2.78,1.2,5.56,3.9,8.33,5.71,5.56,5.71
gpt-4o_prompt1_false-presuppositions45_2,1,human,agent,0.21,21,218,19.05,0.46,9.52,3.21,0,4.59,0,14.22,9.52,0,4.76,2.75,19.05,4.59,0,6.88
gpt-4o_prompt1_false-presuppositions45_3,1,human,agent,0.67,29,219,6.9,1.37,10.34,3.65,6.9,6.39,13.79,12.33,3.45,0.91,3.45,5.94,3.45,6.39,3.45,5.48
gpt-4o_prompt1_false-presuppositions45_4,1,human,agent,0.61,32,238,3.13,1.26,6.25,2.52,9.38,7.98,15.63,13.03,0,2.1,6.25,1.26,3.13,3.36,3.13,7.56
gpt-4o_prompt1_false-presuppositions45_5,1,human,agent,0.54,30,230,6.67,1.3,10,4.35,3.33,5.22,6.67,13.48,3.33,0.43,16.67,4.78,16.67,7.83,3.33,7.83
gpt-4o_prompt2_false-presuppositions45_1,1,human,agent,0.72,36,239,0,1.26,8.33,3.35,5.56,7.95,11.11,10.88,2.78,1.67,5.56,5.44,8.33,10.04,5.56,10.04
gpt-4o_prompt2_false-presuppositions45_2,1,human,agent,0.30,21,231,19.05,1.73,9.52,3.46,0,6.93,0,12.99,9.52,1.3,4.76,5.63,19.05,6.49,0,8.23
gpt-4o_prompt2_false-presuppositions45_3,1,human,agent,0.71,29,234,6.9,1.71,10.34,5.56,6.9,8.55,13.79,13.68,3.45,1.28,3.45,4.7,3.45,9.4,3.45,5.13
gpt-4o_prompt2_false-presuppositions45_4,1,human,agent,0.68,32,241,3.13,2.49,6.25,4.15,9.38,6.22,15.63,14.52,0,1.66,6.25,3.73,3.13,5.39,3.13,8.71
gpt-4o_prompt2_false-presuppositions45_5,1,human,agent,0.60,30,243,6.67,0.82,10,7.82,3.33,6.58,6.67,13.17,3.33,2.06,16.67,4.12,16.67,9.88,3.33,10.29
gpt-4o_prompt3_false-presuppositions45_1,1,human,agent,0.65,36,400,0,0.5,8.33,3.75,5.56,7.25,11.11,15.25,2.78,1,5.56,3.5,8.33,4.25,5.56,7.5
gpt-4o_prompt3_false-presuppositions45_2,1,human,agent,0.29,21,227,19.05,0.44,9.52,5.29,0,3.52,0,13.22,9.52,0.44,4.76,4.85,19.05,5.73,0,10.13
gpt-4o_prompt3_false-presuppositions45_3,1,human,agent,0.68,29,226,6.9,0.44,10.34,4.42,6.9,6.19,13.79,10.62,3.45,1.77,3.45,5.31,3.45,6.19,3.45,6.19
gpt-4o_prompt3_false-presuppositions45_4,1,human,agent,0.66,32,239,3.13,2.09,6.25,1.26,9.38,8.79,15.63,15.06,0,1.26,6.25,3.77,3.13,2.51,3.13,7.95
gpt-4o_prompt3_false-presuppositions45_5,1,human,agent,0.51,30,238,6.67,0.84,10,4.2,3.33,5.88,6.67,13.87,3.33,0.84,16.67,3.36,16.67,7.14,3.33,8.82
gpt-4o_prompt4_false-presuppositions45_1,1,human,agent,0.60,36,336,0,0.6,8.33,3.87,5.56,8.33,11.11,14.88,2.78,0.3,5.56,4.46,8.33,4.46,5.56,9.82
gpt-4o_prompt4_false-presuppositions45_2,1,human,agent,0.26,21,221,19.05,0.45,9.52,4.52,0,4.52,0,15.84,9.52,0,4.76,5.43,19.05,5.88,0,7.24
gpt-4o_prompt4_false-presuppositions45_3,1,human,agent,0.64,29,220,6.9,0.45,10.34,5.45,6.9,7.27,13.79,10.91,3.45,0.91,3.45,5.45,3.45,8.64,3.45,6.82
gpt-4o_prompt4_false-presuppositions45_4,1,human,agent,0.68,32,247,3.13,2.43,6.25,2.02,9.38,7.69,15.63,13.77,0,2.02,6.25,4.45,3.13,4.86,3.13,7.29
gpt-4o_prompt4_false-presuppositions45_5,1,human,agent,0.54,30,240,6.67,0.42,10,4.58,3.33,5.83,6.67,15,3.33,1.67,16.67,2.92,16.67,8.33,3.33,8.33
gpt-4o_prompt0_false-presuppositions46_1,1,human,agent,0.38,14,244,0,1.64,0,5.33,14.29,6.56,14.29,15.98,0,2.05,7.14,3.28,7.14,4.92,0,3.69
gpt-4o_prompt0_false-presuppositions46_2,1,human,agent,0.40,19,183,10.53,2.73,0,4.37,10.53,8.74,10.53,15.3,10.53,3.28,0,1.64,10.53,4.37,0,3.83
gpt-4o_prompt0_false-presuppositions46_3,1,human,agent,0.69,20,203,5,2.96,10,3.94,15,9.36,5,14.29,5,3.45,10,2.96,10,4.93,5,5.42
gpt-4o_prompt0_false-presuppositions46_4,1,human,agent,0.62,29,234,6.9,3.85,10.34,6.41,10.34,6.41,10.34,11.54,0,2.14,3.45,2.14,6.9,6.84,0,6.41
gpt-4o_prompt0_false-presuppositions46_5,1,human,agent,0.83,23,229,4.35,3.06,8.7,6.99,4.35,8.73,8.7,10.04,4.35,3.49,8.7,4.8,8.7,7.42,4.35,6.99
gpt-4o_prompt1_false-presuppositions46_1,1,human,agent,0.42,14,255,0,3.92,0,3.92,14.29,8.24,14.29,12.55,0,2.75,7.14,4.71,7.14,5.49,0,3.92
gpt-4o_prompt1_false-presuppositions46_2,1,human,agent,0.38,19,205,10.53,3.41,0,6.83,10.53,9.27,10.53,12.68,10.53,1.46,0,3.9,10.53,3.41,0,4.88
gpt-4o_prompt1_false-presuppositions46_3,1,human,agent,0.72,20,205,5,4.88,10,5.85,15,10.24,5,10.73,5,1.46,10,4.88,10,3.41,5,4.39
gpt-4o_prompt1_false-presuppositions46_4,1,human,agent,0.64,29,240,6.9,4.58,10.34,7.5,10.34,6.25,10.34,11.25,0,2.08,3.45,5.42,6.9,6.67,0,5.42
gpt-4o_prompt1_false-presuppositions46_5,1,human,agent,0.76,23,236,4.35,3.39,8.7,5.51,4.35,9.75,8.7,10.17,4.35,2.12,8.7,5.51,8.7,4.66,4.35,7.63
gpt-4o_prompt2_false-presuppositions46_1,1,human,agent,0.45,14,119,0,6.72,0,5.88,14.29,8.4,14.29,14.29,0,2.52,7.14,6.72,7.14,5.88,0,5.04
gpt-4o_prompt2_false-presuppositions46_2,1,human,agent,0.47,19,184,10.53,6.52,0,4.89,10.53,8.7,10.53,11.96,10.53,2.72,0,3.8,10.53,6.52,0,4.35
gpt-4o_prompt2_false-presuppositions46_3,1,human,agent,0.77,20,206,5,6.31,10,7.77,15,8.74,5,12.62,5,2.91,10,3.88,10,7.77,5,5.83
gpt-4o_prompt2_false-presuppositions46_4,1,human,agent,0.66,29,227,6.9,5.73,10.34,8.37,10.34,11.01,10.34,8.37,0,1.76,3.45,7.49,6.9,7.49,0,6.61
gpt-4o_prompt2_false-presuppositions46_5,1,human,agent,0.83,23,232,4.35,5.17,8.7,7.33,4.35,9.05,8.7,8.62,4.35,3.02,8.7,5.17,8.7,10.78,4.35,7.33
gpt-4o_prompt3_false-presuppositions46_1,1,human,agent,0.44,14,115,0,4.35,0,4.35,14.29,10.43,14.29,14.78,0,2.61,7.14,4.35,7.14,6.09,0,4.35
gpt-4o_prompt3_false-presuppositions46_2,1,human,agent,0.43,19,188,10.53,3.72,0,6.91,10.53,10.11,10.53,13.83,10.53,3.19,0,3.72,10.53,4.79,0,4.79
gpt-4o_prompt3_false-presuppositions46_3,1,human,agent,0.74,20,184,5,3.26,10,5.43,15,9.24,5,11.41,5,3.26,10,3.8,10,6.52,5,5.98
gpt-4o_prompt3_false-presuppositions46_4,1,human,agent,0.65,29,196,6.9,6.12,10.34,6.12,10.34,7.65,10.34,13.78,0,2.04,3.45,3.06,6.9,5.1,0,5.1
gpt-4o_prompt3_false-presuppositions46_5,1,human,agent,0.70,23,223,4.35,2.69,8.7,3.59,4.35,10.31,8.7,11.21,4.35,2.24,8.7,2.24,8.7,6.73,4.35,6.73
gpt-4o_prompt4_false-presuppositions46_1,1,human,agent,0.36,14,67,0,7.46,0,2.99,14.29,7.46,14.29,11.94,0,4.48,7.14,1.49,7.14,5.97,0,7.46
gpt-4o_prompt4_false-presuppositions46_2,1,human,agent,0.44,19,176,10.53,3.41,0,5.68,10.53,11.36,10.53,11.93,10.53,2.84,0,5.68,10.53,6.25,0,3.98
gpt-4o_prompt4_false-presuppositions46_3,1,human,agent,0.74,20,187,5,4.81,10,5.88,15,9.63,5,13.37,5,2.67,10,3.21,10,6.95,5,6.42
gpt-4o_prompt4_false-presuppositions46_4,1,human,agent,0.68,29,235,6.9,6.81,10.34,8.51,10.34,8.51,10.34,10.64,0,2.13,3.45,5.11,6.9,9.79,0,6.38
gpt-4o_prompt4_false-presuppositions46_5,1,human,agent,0.83,23,230,4.35,3.91,8.7,5.22,4.35,9.13,8.7,11.74,4.35,3.48,8.7,4.78,8.7,8.7,4.35,6.09
gpt-4o_prompt0_false-presuppositions47_1,1,human,agent,0.41,13,344,0,0,0,1.74,0,6.4,15.38,14.24,0,0.29,38.46,3.2,7.69,4.36,15.38,4.65
gpt-4o_prompt0_false-presuppositions47_2,1,human,agent,0.44,28,220,7.14,0,14.29,2.27,7.14,9.55,17.86,13.64,3.57,0.91,0,3.18,14.29,4.55,3.57,7.27
gpt-4o_prompt0_false-presuppositions47_3,1,human,agent,0.57,22,231,4.55,0.87,4.55,1.73,4.55,6.06,9.09,11.26,0,0.43,18.18,3.03,9.09,6.93,13.64,8.23
gpt-4o_prompt0_false-presuppositions47_4,1,human,agent,0.66,28,246,3.57,0,3.57,3.25,3.57,3.66,10.71,13.01,3.57,0.41,7.14,2.85,7.14,8.13,3.57,6.1
gpt-4o_prompt0_false-presuppositions47_5,1,human,agent,0.59,26,237,7.69,0.42,3.85,2.95,11.54,6.33,7.69,11.39,3.85,0,3.85,2.53,11.54,4.22,7.69,6.33
gpt-4o_prompt1_false-presuppositions47_1,1,human,agent,0.41,13,335,0,0,0,3.28,0,5.67,15.38,14.63,0,0.3,38.46,2.99,7.69,3.88,15.38,5.37
gpt-4o_prompt1_false-presuppositions47_2,1,human,agent,0.53,28,233,7.14,1.29,14.29,2.58,7.14,6.01,17.86,12.88,3.57,1.72,0,3,14.29,6.01,3.57,7.3
gpt-4o_prompt1_false-presuppositions47_3,1,human,agent,0.61,22,241,4.55,1.66,4.55,2.07,4.55,4.98,9.09,12.45,0,0.41,18.18,3.32,9.09,6.64,13.64,8.71
gpt-4o_prompt1_false-presuppositions47_4,1,human,agent,0.67,28,244,3.57,0.82,3.57,2.46,3.57,6.15,10.71,11.89,3.57,0.82,7.14,3.28,7.14,6.56,3.57,9.02
gpt-4o_prompt1_false-presuppositions47_5,1,human,agent,0.68,26,238,7.69,2.1,3.85,4.62,11.54,6.72,7.69,12.18,3.85,1.26,3.85,5.88,11.54,2.94,7.69,6.72
gpt-4o_prompt2_false-presuppositions47_1,1,human,agent,0.31,13,174,0,1.15,0,3.45,0,7.47,15.38,15.52,0,1.15,38.46,5.17,7.69,4.6,15.38,5.17
gpt-4o_prompt2_false-presuppositions47_2,1,human,agent,0.53,28,232,7.14,1.29,14.29,4.74,7.14,6.47,17.86,12.93,3.57,0.86,0,4.74,14.29,6.47,3.57,8.19
gpt-4o_prompt2_false-presuppositions47_3,1,human,agent,0.60,22,250,4.55,1.2,4.55,5.6,4.55,6.4,9.09,14.4,0,2.4,18.18,3.2,9.09,7.2,13.64,7.6
gpt-4o_prompt2_false-presuppositions47_4,1,human,agent,0.78,28,238,3.57,2.52,3.57,3.36,3.57,5.88,10.71,15.55,3.57,1.26,7.14,4.2,7.14,7.98,3.57,7.14
gpt-4o_prompt2_false-presuppositions47_5,1,human,agent,0.74,26,243,7.69,1.65,3.85,5.35,11.54,6.58,7.69,11.11,3.85,1.65,3.85,4.94,11.54,6.17,7.69,7.82
gpt-4o_prompt3_false-presuppositions47_1,1,human,agent,0.53,13,255,0,0,0,1.18,0,5.49,15.38,13.33,0,0,38.46,1.96,7.69,3.92,15.38,5.88
gpt-4o_prompt3_false-presuppositions47_2,1,human,agent,0.51,28,230,7.14,0,14.29,3.91,7.14,6.52,17.86,13.91,3.57,1.74,0,3.48,14.29,4.78,3.57,7.39
gpt-4o_prompt3_false-presuppositions47_3,1,human,agent,0.57,22,244,4.55,0.82,4.55,3.28,4.55,5.74,9.09,13.93,0,0.41,18.18,2.46,9.09,5.33,13.64,8.61
gpt-4o_prompt3_false-presuppositions47_4,1,human,agent,0.63,28,252,3.57,0.4,3.57,2.78,3.57,7.14,10.71,14.68,3.57,0.4,7.14,3.17,7.14,7.54,3.57,6.75
gpt-4o_prompt3_false-presuppositions47_5,1,human,agent,0.66,26,241,7.69,0.41,3.85,3.73,11.54,7.88,7.69,12.86,3.85,0.83,3.85,2.07,11.54,4.98,7.69,7.05
gpt-4o_prompt4_false-presuppositions47_1,1,human,agent,0.43,13,212,0,0,0,4.25,0,5.66,15.38,13.21,0,0.94,38.46,3.77,7.69,3.77,15.38,8.49
gpt-4o_prompt4_false-presuppositions47_2,1,human,agent,0.59,28,218,7.14,0.46,14.29,4.13,7.14,7.8,17.86,11.47,3.57,3.67,0,3.21,14.29,7.8,3.57,5.96
gpt-4o_prompt4_false-presuppositions47_3,1,human,agent,0.61,22,229,4.55,0.44,4.55,4.37,4.55,6.99,9.09,11.79,0,1.31,18.18,5.24,9.09,7.86,13.64,7.42
gpt-4o_prompt4_false-presuppositions47_4,1,human,agent,0.71,28,237,3.57,1.69,3.57,2.11,3.57,7.17,10.71,14.35,3.57,1.69,7.14,3.38,7.14,8.44,3.57,9.28
