GroupID,Segment,LSM,WC.Total
claude_prompt1_false-presuppositions66_4,1,0.66,228
claude_prompt1_false-presuppositions66_5,1,0.53,233
claude_prompt2_false-presuppositions66_1,1
claude_prompt2_false-presuppositions66_2,1,0.64,221
claude_prompt2_false-presuppositions66_3,1,0.60,234
claude_prompt2_false-presuppositions66_4,1,0.60,253
claude_prompt2_false-presuppositions66_5,1,0.52,241
claude_prompt3_false-presuppositions66_1,1
claude_prompt3_false-presuppositions66_2,1,0.65,228
claude_prompt3_false-presuppositions66_3,1,0.58,227
claude_prompt3_false-presuppositions66_4,1,0.56,239
claude_prompt3_false-presuppositions66_5,1,0.47,261
claude_prompt4_false-presuppositions66_1,1
claude_prompt4_false-presuppositions66_2,1,0.64,213
claude_prompt4_false-presuppositions66_3,1,0.58,233
claude_prompt4_false-presuppositions66_4,1,0.61,250
claude_prompt4_false-presuppositions66_5,1,0.50,224
claude_prompt0_false-presuppositions67_1,1,0.70,242
claude_prompt0_false-presuppositions67_2,1,0.70,207
claude_prompt0_false-presuppositions67_3,1,0.66,231
claude_prompt0_false-presuppositions67_4,1,0.65,241
claude_prompt0_false-presuppositions67_5,1,0.44,245
claude_prompt1_false-presuppositions67_1,1,0.74,233
claude_prompt1_false-presuppositions67_2,1,0.70,231
claude_prompt1_false-presuppositions67_3,1,0.71,249
claude_prompt1_false-presuppositions67_4,1,0.63,252
claude_prompt1_false-presuppositions67_5,1,0.51,237
claude_prompt2_false-presuppositions67_1,1,0.72,235
claude_prompt2_false-presuppositions67_2,1,0.72,227
claude_prompt2_false-presuppositions67_3,1,0.74,241
claude_prompt2_false-presuppositions67_4,1,0.65,240
claude_prompt2_false-presuppositions67_5,1,0.45,237
claude_prompt3_false-presuppositions67_1,1,0.69,199
claude_prompt3_false-presuppositions67_2,1,0.70,224
claude_prompt3_false-presuppositions67_3,1,0.67,240
claude_prompt3_false-presuppositions67_4,1,0.62,249
claude_prompt3_false-presuppositions67_5,1,0.49,233
claude_prompt4_false-presuppositions67_1,1,0.80,215
claude_prompt4_false-presuppositions67_2,1,0.70,235
claude_prompt4_false-presuppositions67_3,1,0.74,236
claude_prompt4_false-presuppositions67_4,1,0.61,251
claude_prompt4_false-presuppositions67_5,1,0.46,240
claude_prompt0_false-presuppositions68_1,1,0.52,144
claude_prompt0_false-presuppositions68_2,1,0.47,224
claude_prompt0_false-presuppositions68_3,1,0.76,222
claude_prompt0_false-presuppositions68_4,1,0.53,229
claude_prompt0_false-presuppositions68_5,1,0.69,251
claude_prompt1_false-presuppositions68_1,1,0.51,201
claude_prompt1_false-presuppositions68_2,1,0.49,225
claude_prompt1_false-presuppositions68_3,1,0.62,208
claude_prompt1_false-presuppositions68_4,1,0.56,251
claude_prompt1_false-presuppositions68_5,1,0.67,242
claude_prompt2_false-presuppositions68_1,1,0.52,204
claude_prompt2_false-presuppositions68_2,1,0.53,224
claude_prompt2_false-presuppositions68_3,1,0.73,210
claude_prompt2_false-presuppositions68_4,1,0.57,228
claude_prompt2_false-presuppositions68_5,1,0.79,231
claude_prompt3_false-presuppositions68_1,1,0.45,141
claude_prompt3_false-presuppositions68_2,1,0.44,223
claude_prompt3_false-presuppositions68_3,1,0.62,226
claude_prompt3_false-presuppositions68_4,1,0.54,215
claude_prompt3_false-presuppositions68_5,1,0.70,230
claude_prompt4_false-presuppositions68_1,1,0.52,199
claude_prompt4_false-presuppositions68_2,1,0.51,218
claude_prompt4_false-presuppositions68_3,1,0.73,233
claude_prompt4_false-presuppositions68_4,1,0.57,228
claude_prompt4_false-presuppositions68_5,1,0.80,236
claude_prompt0_false-presuppositions69_1,1,0.28,179
claude_prompt0_false-presuppositions69_2,1,0.61,203
claude_prompt0_false-presuppositions69_3,1,0.49,209
claude_prompt0_false-presuppositions69_4,1,0.52,252
claude_prompt0_false-presuppositions69_5,1,0.38,221
claude_prompt1_false-presuppositions69_1,1,0.28,185
claude_prompt1_false-presuppositions69_2,1,0.53,234
claude_prompt1_false-presuppositions69_3,1,0.52,216
claude_prompt1_false-presuppositions69_4,1,0.56,242
claude_prompt1_false-presuppositions69_5,1,0.39,237
claude_prompt2_false-presuppositions69_1,1,0.34,186
claude_prompt2_false-presuppositions69_2,1,0.63,224
claude_prompt2_false-presuppositions69_3,1,0.57,234
claude_prompt2_false-presuppositions69_4,1,0.58,253
claude_prompt2_false-presuppositions69_5,1,0.44,232
claude_prompt3_false-presuppositions69_1,1,0.42,181
claude_prompt3_false-presuppositions69_2,1,0.61,233
claude_prompt3_false-presuppositions69_3,1,0.50,227
claude_prompt3_false-presuppositions69_4,1,0.58,248
claude_prompt3_false-presuppositions69_5,1,0.30,239
claude_prompt4_false-presuppositions69_1,1,0.34,183
claude_prompt4_false-presuppositions69_2,1,0.66,212
claude_prompt4_false-presuppositions69_3,1,0.57,235
claude_prompt4_false-presuppositions69_4,1,0.55,235
claude_prompt4_false-presuppositions69_5,1,0.38,241
claude_prompt0_false-presuppositions7_1,1,0.31,128
claude_prompt0_false-presuppositions7_2,1,0.49,216
claude_prompt0_false-presuppositions7_3,1,0.64,217
claude_prompt0_false-presuppositions7_4,1,0.66,246
claude_prompt0_false-presuppositions7_5,1,0.58,242
claude_prompt1_false-presuppositions7_1,1,0.30,192
claude_prompt1_false-presuppositions7_2,1,0.41,223
claude_prompt1_false-presuppositions7_3,1,0.69,237
claude_prompt1_false-presuppositions7_4,1,0.62,251
claude_prompt1_false-presuppositions7_5,1,0.70,245
claude_prompt2_false-presuppositions7_1,1,0.44,168
claude_prompt2_false-presuppositions7_2,1,0.47,215
claude_prompt2_false-presuppositions7_3,1,0.73,231
claude_prompt2_false-presuppositions7_4,1,0.72,253
claude_prompt2_false-presuppositions7_5,1,0.69,235
claude_prompt3_false-presuppositions7_1,1,0.38,183
claude_prompt3_false-presuppositions7_2,1,0.41,237
claude_prompt3_false-presuppositions7_3,1,0.72,230
claude_prompt3_false-presuppositions7_4,1,0.70,252
claude_prompt3_false-presuppositions7_5,1,0.64,246
claude_prompt0_false-presuppositions70_1,1,0.48,183
claude_prompt0_false-presuppositions70_2,1,0.46,227
claude_prompt0_false-presuppositions70_3,1,0.49,238
claude_prompt0_false-presuppositions70_4,1,0.48,236
claude_prompt0_false-presuppositions70_5,1,0.49,258
claude_prompt1_false-presuppositions70_1,1,0.49,198
claude_prompt1_false-presuppositions70_2,1,0.48,233
claude_prompt1_false-presuppositions70_3,1,0.45,232
claude_prompt1_false-presuppositions70_4,1,0.46,241
claude_prompt1_false-presuppositions70_5,1,0.47,251
claude_prompt2_false-presuppositions70_1,1,0.58,228
claude_prompt2_false-presuppositions70_2,1,0.49,238
claude_prompt2_false-presuppositions70_3,1,0.50,253
claude_prompt2_false-presuppositions70_4,1,0.51,242
claude_prompt2_false-presuppositions70_5,1,0.55,249
claude_prompt3_false-presuppositions70_1,1,0.50,188
claude_prompt3_false-presuppositions70_2,1,0.45,235
claude_prompt3_false-presuppositions70_3,1,0.47,242
claude_prompt3_false-presuppositions70_4,1,0.50,246
claude_prompt3_false-presuppositions70_5,1,0.44,246
claude_prompt4_false-presuppositions70_1,1,0.54,180
claude_prompt4_false-presuppositions70_2,1,0.46,230
claude_prompt4_false-presuppositions70_3,1,0.49,232
claude_prompt4_false-presuppositions70_4,1,0.50,237
claude_prompt4_false-presuppositions70_5,1,0.53,245
claude_prompt0_false-presuppositions71_1,1
claude_prompt0_false-presuppositions71_2,1,0.62,208
claude_prompt0_false-presuppositions71_3,1,0.56,212
claude_prompt0_false-presuppositions71_4,1,0.74,224
claude_prompt0_false-presuppositions71_5,1,0.52,224
claude_prompt1_false-presuppositions71_1,1
claude_prompt1_false-presuppositions71_2,1,0.59,219
claude_prompt1_false-presuppositions71_3,1,0.55,208
claude_prompt1_false-presuppositions71_4,1,0.76,228
claude_prompt1_false-presuppositions71_5,1,0.52,226
claude_prompt2_false-presuppositions71_1,1
claude_prompt2_false-presuppositions71_2,1,0.67,228
claude_prompt2_false-presuppositions71_3,1,0.57,213
claude_prompt2_false-presuppositions71_4,1,0.77,243
claude_prompt2_false-presuppositions71_5,1,0.54,233
claude_prompt3_false-presuppositions71_1,1
claude_prompt3_false-presuppositions71_2,1,0.62,224
claude_prompt3_false-presuppositions71_3,1,0.53,211
claude_prompt3_false-presuppositions71_4,1,0.76,239
claude_prompt3_false-presuppositions71_5,1,0.50,230
claude_prompt4_false-presuppositions71_1,1
claude_prompt4_false-presuppositions71_2,1,0.63,220
claude_prompt4_false-presuppositions71_3,1,0.56,210
claude_prompt4_false-presuppositions71_4,1,0.73,238
claude_prompt4_false-presuppositions71_5,1,0.53,223
claude_prompt0_false-presuppositions72_1,1,0.57,119
claude_prompt0_false-presuppositions72_2,1,0.40,162
claude_prompt0_false-presuppositions72_3,1,0.41,179
claude_prompt0_false-presuppositions72_4,1,0.58,181
claude_prompt0_false-presuppositions72_5,1,0.54,162
claude_prompt1_false-presuppositions72_1,1,0.58,140
claude_prompt1_false-presuppositions72_2,1,0.52,182
claude_prompt1_false-presuppositions72_3,1,0.49,169
claude_prompt1_false-presuppositions72_4,1,0.56,174
claude_prompt1_false-presuppositions72_5,1,0.58,220
claude_prompt2_false-presuppositions72_1,1,0.65,147
claude_prompt2_false-presuppositions72_2,1,0.54,179
claude_prompt2_false-presuppositions72_3,1,0.47,188
claude_prompt2_false-presuppositions72_4,1,0.50,181
claude_prompt2_false-presuppositions72_5,1,0.64,217
claude_prompt3_false-presuppositions72_1,1,0.51,116
claude_prompt3_false-presuppositions72_2,1,0.48,191
claude_prompt3_false-presuppositions72_3,1,0.38,144
claude_prompt3_false-presuppositions72_4,1,0.37,135
claude_prompt3_false-presuppositions72_5,1,0.52,164
claude_prompt4_false-presuppositions72_1,1,0.62,133
claude_prompt4_false-presuppositions72_2,1,0.55,177
claude_prompt4_false-presuppositions72_3,1,0.47,186
claude_prompt4_false-presuppositions72_4,1,0.49,169
claude_prompt4_false-presuppositions72_5,1,0.48,169
claude_prompt0_false-presuppositions73_1,1,0.40,209
claude_prompt0_false-presuppositions73_2,1,0.39,208
claude_prompt0_false-presuppositions73_3,1,0.33,235
claude_prompt0_false-presuppositions73_4,1,0.33,255
claude_prompt0_false-presuppositions73_5,1,0.36,249
claude_prompt1_false-presuppositions73_1,1,0.50,214
claude_prompt1_false-presuppositions73_2,1,0.40,217
claude_prompt1_false-presuppositions73_3,1,0.30,229
claude_prompt1_false-presuppositions73_4,1,0.36,246
claude_prompt1_false-presuppositions73_5,1,0.41,227
claude_prompt2_false-presuppositions73_1,1,0.48,187
claude_prompt2_false-presuppositions73_2,1,0.39,223
claude_prompt2_false-presuppositions73_3,1,0.33,240
claude_prompt2_false-presuppositions73_4,1,0.38,249
claude_prompt2_false-presuppositions73_5,1,0.41,245
claude_prompt3_false-presuppositions73_1,1,0.49,190
claude_prompt3_false-presuppositions73_2,1,0.34,205
claude_prompt3_false-presuppositions73_3,1,0.29,221
claude_prompt3_false-presuppositions73_4,1,0.33,240
claude_prompt3_false-presuppositions73_5,1,0.41,225
claude_prompt4_false-presuppositions73_1,1,0.46,187
claude_prompt4_false-presuppositions73_2,1,0.36,211
claude_prompt4_false-presuppositions73_3,1,0.36,239
claude_prompt4_false-presuppositions73_4,1,0.35,235
claude_prompt4_false-presuppositions73_5,1,0.38,238
claude_prompt0_false-presuppositions74_1,1,0.22,139
claude_prompt0_false-presuppositions74_2,1,0.60,176
claude_prompt0_false-presuppositions74_3,1,0.46,193
claude_prompt0_false-presuppositions74_4,1,0.68,214
claude_prompt0_false-presuppositions74_5,1,0.63,206
claude_prompt1_false-presuppositions74_1,1,0.20,169
claude_prompt1_false-presuppositions74_2,1,0.62,197
claude_prompt1_false-presuppositions74_3,1,0.41,199
claude_prompt1_false-presuppositions74_4,1,0.63,219
claude_prompt1_false-presuppositions74_5,1,0.75,208
claude_prompt2_false-presuppositions74_1,1,0.13,175
claude_prompt2_false-presuppositions74_2,1,0.77,211
claude_prompt2_false-presuppositions74_3,1,0.51,209
claude_prompt2_false-presuppositions74_4,1,0.61,227
claude_prompt2_false-presuppositions74_5,1,0.63,208
claude_prompt3_false-presuppositions74_1,1,0.11,182
claude_prompt3_false-presuppositions74_2,1,0.67,200
claude_prompt3_false-presuppositions74_3,1,0.47,188
claude_prompt3_false-presuppositions74_4,1,0.72,212
claude_prompt3_false-presuppositions74_5,1,0.63,201
claude_prompt4_false-presuppositions74_1,1,0.24,204
claude_prompt4_false-presuppositions74_2,1,0.72,200
claude_prompt4_false-presuppositions74_3,1,0.48,201
claude_prompt4_false-presuppositions74_4,1,0.73,227
claude_prompt4_false-presuppositions74_5,1,0.63,194
claude_prompt0_false-presuppositions75_1,1,0.51,165
claude_prompt0_false-presuppositions75_2,1,0.53,205
claude_prompt0_false-presuppositions75_3,1,0.48,233
claude_prompt0_false-presuppositions75_4,1,0.67,238
claude_prompt0_false-presuppositions75_5,1,0.47,239
claude_prompt1_false-presuppositions75_1,1,0.38,175
claude_prompt1_false-presuppositions75_2,1,0.58,216
claude_prompt1_false-presuppositions75_3,1,0.45,235
claude_prompt1_false-presuppositions75_4,1,0.55,251
claude_prompt1_false-presuppositions75_5,1,0.48,245
claude_prompt2_false-presuppositions75_1,1,0.40,189
claude_prompt2_false-presuppositions75_2,1,0.65,219
claude_prompt2_false-presuppositions75_3,1,0.53,242
claude_prompt2_false-presuppositions75_4,1,0.65,258
claude_prompt2_false-presuppositions75_5,1,0.57,245
claude_prompt3_false-presuppositions75_1,1,0.39,158
claude_prompt3_false-presuppositions75_2,1,0.51,215
claude_prompt3_false-presuppositions75_3,1,0.45,238
claude_prompt3_false-presuppositions75_4,1,0.56,250
claude_prompt3_false-presuppositions75_5,1,0.50,250
claude_prompt4_false-presuppositions75_1,1,0.44,133
claude_prompt4_false-presuppositions75_2,1,0.60,218
claude_prompt4_false-presuppositions75_3,1,0.50,231
claude_prompt4_false-presuppositions75_4,1,0.57,247
claude_prompt4_false-presuppositions75_5,1,0.53,253
claude_prompt0_false-presuppositions76_1,1,0.49,174
claude_prompt0_false-presuppositions76_2,1,0.37,207
claude_prompt0_false-presuppositions76_3,1,0.56,223
claude_prompt0_false-presuppositions76_4,1,0.72,231
claude_prompt0_false-presuppositions76_5,1,0.53,234
claude_prompt1_false-presuppositions76_1,1,0.49,167
claude_prompt1_false-presuppositions76_2,1,0.37,229
claude_prompt1_false-presuppositions76_3,1,0.63,223
claude_prompt1_false-presuppositions76_4,1,0.70,261
claude_prompt1_false-presuppositions76_5,1,0.56,234
claude_prompt2_false-presuppositions76_1,1,0.49,200
claude_prompt2_false-presuppositions76_2,1,0.35,225
claude_prompt2_false-presuppositions76_3,1,0.63,233
claude_prompt2_false-presuppositions76_4,1,0.79,253
claude_prompt2_false-presuppositions76_5,1,0.58,231
claude_prompt3_false-presuppositions76_1,1,0.51,187
claude_prompt3_false-presuppositions76_2,1,0.32,210
claude_prompt3_false-presuppositions76_3,1,0.51,222
claude_prompt3_false-presuppositions76_4,1,0.68,243
claude_prompt3_false-presuppositions76_5,1,0.56,215
claude_prompt4_false-presuppositions76_1,1,0.52,202
claude_prompt4_false-presuppositions76_2,1,0.34,223
claude_prompt4_false-presuppositions76_3,1,0.60,239
claude_prompt4_false-presuppositions76_4,1,0.73,256
claude_prompt4_false-presuppositions76_5,1,0.57,245
claude_prompt0_false-presuppositions77_1,1,0.57,191
claude_prompt0_false-presuppositions77_2,1,0.35,202
claude_prompt0_false-presuppositions77_3,1,0.54,227
claude_prompt0_false-presuppositions77_4,1,0.65,257
claude_prompt0_false-presuppositions77_5,1,0.56,248
claude_prompt1_false-presuppositions77_1,1,0.62,196
claude_prompt1_false-presuppositions77_2,1,0.44,229
claude_prompt1_false-presuppositions77_3,1,0.46,226
claude_prompt1_false-presuppositions77_4,1,0.58,263
claude_prompt1_false-presuppositions77_5,1,0.61,244
claude_prompt2_false-presuppositions77_1,1,0.66,206
claude_prompt2_false-presuppositions77_2,1,0.49,216
claude_prompt2_false-presuppositions77_3,1,0.58,245
claude_prompt2_false-presuppositions77_4,1,0.64,267
claude_prompt2_false-presuppositions77_5,1,0.63,251
claude_prompt3_false-presuppositions77_1,1,0.63,193
claude_prompt3_false-presuppositions77_2,1,0.40,219
claude_prompt3_false-presuppositions77_3,1,0.50,227
claude_prompt3_false-presuppositions77_4,1,0.76,254
claude_prompt3_false-presuppositions77_5,1,0.58,250
claude_prompt4_false-presuppositions77_1,1,0.67,196
claude_prompt4_false-presuppositions77_2,1,0.47,229
claude_prompt4_false-presuppositions77_3,1,0.61,228
claude_prompt4_false-presuppositions77_4,1,0.67,263
claude_prompt4_false-presuppositions77_5,1,0.65,246
claude_prompt0_false-presuppositions78_1,1,0.72,209
claude_prompt0_false-presuppositions78_2,1,0.67,210
claude_prompt0_false-presuppositions78_3,1,0.64,224
claude_prompt0_false-presuppositions78_4,1,0.61,238
claude_prompt0_false-presuppositions78_5,1,0.59,220
claude_prompt1_false-presuppositions78_1,1,0.67,197
claude_prompt1_false-presuppositions78_2,1,0.64,224
claude_prompt1_false-presuppositions78_3,1,0.59,229
claude_prompt1_false-presuppositions78_4,1,0.55,243
claude_prompt1_false-presuppositions78_5,1,0.51,221
claude_prompt2_false-presuppositions78_1,1,0.71,198
claude_prompt2_false-presuppositions78_2,1,0.73,223
claude_prompt2_false-presuppositions78_3,1,0.63,222
claude_prompt2_false-presuppositions78_4,1,0.59,238
claude_prompt2_false-presuppositions78_5,1,0.58,232
claude_prompt3_false-presuppositions78_1,1,0.67,148
claude_prompt3_false-presuppositions78_2,1,0.67,212
claude_prompt3_false-presuppositions78_3,1,0.62,223
claude_prompt3_false-presuppositions78_4,1,0.56,230
claude_prompt3_false-presuppositions78_5,1,0.64,220
claude_prompt4_false-presuppositions78_1,1,0.67,189
claude_prompt4_false-presuppositions78_2,1,0.73,210
claude_prompt4_false-presuppositions78_3,1,0.65,209
claude_prompt4_false-presuppositions78_4,1,0.61,234
claude_prompt4_false-presuppositions78_5,1,0.54,255
claude_prompt0_false-presuppositions79_1,1,0.50,133
claude_prompt0_false-presuppositions79_2,1,0.73,211
claude_prompt0_false-presuppositions79_3,1,0.58,221
claude_prompt0_false-presuppositions79_4,1,0.76,236
claude_prompt0_false-presuppositions79_5,1,0.61,248
claude_prompt1_false-presuppositions79_1,1,0.53,136
claude_prompt1_false-presuppositions79_2,1,0.76,195
claude_prompt1_false-presuppositions79_3,1,0.56,202
claude_prompt1_false-presuppositions79_4,1,0.79,215
claude_prompt1_false-presuppositions79_5,1,0.61,226
claude_prompt2_false-presuppositions79_1,1,0.53,137
claude_prompt2_false-presuppositions79_2,1,0.72,217
claude_prompt2_false-presuppositions79_3,1,0.52,234
claude_prompt2_false-presuppositions79_4,1,0.76,226
claude_prompt2_false-presuppositions79_5,1,0.64,233
claude_prompt3_false-presuppositions79_1,1,0.52,136
claude_prompt3_false-presuppositions79_2,1,0.77,217
claude_prompt3_false-presuppositions79_3,1,0.50,226
claude_prompt3_false-presuppositions79_4,1,0.80,225
claude_prompt3_false-presuppositions79_5,1,0.55,231
claude_prompt4_false-presuppositions79_1,1,0.49,127
claude_prompt4_false-presuppositions79_2,1,0.72,207
claude_prompt4_false-presuppositions79_3,1,0.58,227
claude_prompt4_false-presuppositions79_4,1,0.79,235
claude_prompt4_false-presuppositions79_5,1,0.61,229
claude_prompt0_false-presuppositions8_1,1,0.53,163
claude_prompt0_false-presuppositions8_2,1,0.52,209
claude_prompt0_false-presuppositions8_3,1,0.59,216
claude_prompt0_false-presuppositions8_4,1,0.57,213
claude_prompt0_false-presuppositions8_5,1,0.42,219
claude_prompt1_false-presuppositions8_1,1,0.46,181
claude_prompt1_false-presuppositions8_2,1,0.59,196
claude_prompt1_false-presuppositions8_3,1,0.69,224
claude_prompt1_false-presuppositions8_4,1,0.51,221
claude_prompt1_false-presuppositions8_5,1,0.48,226
claude_prompt2_false-presuppositions8_1,1,0.54,217
claude_prompt2_false-presuppositions8_2,1,0.67,210
claude_prompt2_false-presuppositions8_3,1,0.66,237
claude_prompt2_false-presuppositions8_4,1,0.52,233
claude_prompt2_false-presuppositions8_5,1,0.51,227
claude_prompt3_false-presuppositions8_1,1,0.63,166
claude_prompt3_false-presuppositions8_2,1,0.60,209
claude_prompt3_false-presuppositions8_3,1,0.69,226
claude_prompt3_false-presuppositions8_4,1,0.51,217
claude_prompt3_false-presuppositions8_5,1,0.45,223
claude_prompt4_false-presuppositions8_1,1,0.51,196
claude_prompt4_false-presuppositions8_2,1,0.60,213
claude_prompt4_false-presuppositions8_3,1,0.74,211
claude_prompt4_false-presuppositions8_4,1,0.50,227
claude_prompt4_false-presuppositions8_5,1,0.56,214
claude_prompt0_false-presuppositions80_1,1,0.71,223
claude_prompt0_false-presuppositions80_2,1,0.63,225
claude_prompt0_false-presuppositions80_3,1,0.53,244
claude_prompt0_false-presuppositions80_4,1,0.59,244
claude_prompt0_false-presuppositions80_5,1,0.47,238
claude_prompt1_false-presuppositions80_1,1,0.65,280
claude_prompt1_false-presuppositions80_2,1,0.75,230
claude_prompt1_false-presuppositions80_3,1,0.53,238
claude_prompt1_false-presuppositions80_4,1,0.61,252
claude_prompt1_false-presuppositions80_5,1,0.32,251
claude_prompt2_false-presuppositions80_1,1,0.65,258
claude_prompt2_false-presuppositions80_2,1,0.65,245
claude_prompt2_false-presuppositions80_3,1,0.60,254
claude_prompt2_false-presuppositions80_4,1,0.64,255
claude_prompt2_false-presuppositions80_5,1,0.39,267
claude_prompt3_false-presuppositions80_1,1,0.53,208
claude_prompt3_false-presuppositions80_2,1,0.66,235
claude_prompt3_false-presuppositions80_3,1,0.57,248
claude_prompt3_false-presuppositions80_4,1,0.64,259
claude_prompt3_false-presuppositions80_5,1,0.33,265
claude_prompt4_false-presuppositions80_1,1,0.62,200
claude_prompt4_false-presuppositions80_2,1,0.57,243
claude_prompt4_false-presuppositions80_3,1,0.57,248
claude_prompt4_false-presuppositions80_4,1,0.61,253
claude_prompt4_false-presuppositions80_5,1,0.44,253
claude_prompt0_false-presuppositions81_1,1,0.67,200
claude_prompt0_false-presuppositions81_2,1,0.41,186
claude_prompt0_false-presuppositions81_3,1,0.61,234
claude_prompt0_false-presuppositions81_4,1,0.70,240
claude_prompt0_false-presuppositions81_5,1,0.68,226
claude_prompt1_false-presuppositions81_1,1,0.67,169
claude_prompt1_false-presuppositions81_2,1,0.46,208
claude_prompt1_false-presuppositions81_3,1,0.55,216
claude_prompt1_false-presuppositions81_4,1,0.73,234
claude_prompt1_false-presuppositions81_5,1,0.52,233
claude_prompt2_false-presuppositions81_1,1,0.68,211
claude_prompt2_false-presuppositions81_2,1,0.43,201
claude_prompt2_false-presuppositions81_3,1,0.56,235
claude_prompt2_false-presuppositions81_4,1,0.70,252
claude_prompt2_false-presuppositions81_5,1,0.68,211
claude_prompt3_false-presuppositions81_1,1,0.69,167
claude_prompt3_false-presuppositions81_2,1,0.49,181
claude_prompt3_false-presuppositions81_3,1,0.55,203
claude_prompt3_false-presuppositions81_4,1,0.74,239
claude_prompt3_false-presuppositions81_5,1,0.68,225
claude_prompt4_false-presuppositions81_1,1,0.65,196
claude_prompt4_false-presuppositions81_2,1,0.46,206
claude_prompt4_false-presuppositions81_3,1,0.56,238
claude_prompt4_false-presuppositions81_4,1,0.78,240
claude_prompt4_false-presuppositions81_5,1,0.61,230
claude_prompt0_false-presuppositions82_1,1,0.52,157
claude_prompt0_false-presuppositions82_2,1,0.52,248
claude_prompt0_false-presuppositions82_3,1,0.52,233
claude_prompt0_false-presuppositions82_4,1,0.56,252
claude_prompt0_false-presuppositions82_5,1,0.47,229
claude_prompt1_false-presuppositions82_1,1,0.63,172
claude_prompt1_false-presuppositions82_2,1,0.48,245
claude_prompt1_false-presuppositions82_3,1,0.53,237
claude_prompt1_false-presuppositions82_4,1,0.56,257
claude_prompt1_false-presuppositions82_5,1,0.50,248
claude_prompt2_false-presuppositions82_1,1,0.37,175
claude_prompt2_false-presuppositions82_2,1,0.52,242
claude_prompt2_false-presuppositions82_3,1,0.51,225
claude_prompt2_false-presuppositions82_4,1,0.61,259
claude_prompt2_false-presuppositions82_5,1,0.53,238
claude_prompt3_false-presuppositions82_1,1,0.62,149
claude_prompt3_false-presuppositions82_2,1,0.52,231
claude_prompt3_false-presuppositions82_3,1,0.48,218
claude_prompt3_false-presuppositions82_4,1,0.53,267
claude_prompt3_false-presuppositions82_5,1,0.48,255
claude_prompt4_false-presuppositions82_1,1,0.40,178
claude_prompt4_false-presuppositions82_2,1,0.58,242
claude_prompt4_false-presuppositions82_3,1,0.60,232
claude_prompt4_false-presuppositions82_4,1,0.49,261
claude_prompt4_false-presuppositions82_5,1,0.48,261
claude_prompt0_false-presuppositions83_1,1,0.61,197
claude_prompt0_false-presuppositions83_2,1,0.54,228
claude_prompt0_false-presuppositions83_3,1,0.68,226
claude_prompt0_false-presuppositions83_4,1,0.49,241
claude_prompt0_false-presuppositions83_5,1,0.56,244
claude_prompt1_false-presuppositions83_1,1,0.75,236
claude_prompt1_false-presuppositions83_2,1,0.53,238
claude_prompt1_false-presuppositions83_3,1,0.62,233
claude_prompt1_false-presuppositions83_4,1,0.62,254
claude_prompt1_false-presuppositions83_5,1,0.54,267
claude_prompt2_false-presuppositions83_1,1,0.63,189
claude_prompt2_false-presuppositions83_2,1,0.53,219
claude_prompt2_false-presuppositions83_3,1,0.66,232
claude_prompt2_false-presuppositions83_4,1,0.62,249
claude_prompt2_false-presuppositions83_5,1,0.63,243
claude_prompt3_false-presuppositions83_1,1,0.62,188
claude_prompt3_false-presuppositions83_2,1,0.45,224
claude_prompt3_false-presuppositions83_3,1,0.57,238
claude_prompt3_false-presuppositions83_4,1,0.56,238
claude_prompt3_false-presuppositions83_5,1,0.54,240
claude_prompt4_false-presuppositions83_1,1,0.58,218
claude_prompt4_false-presuppositions83_2,1,0.45,231
claude_prompt4_false-presuppositions83_3,1,0.59,229
claude_prompt4_false-presuppositions83_4,1,0.63,247
claude_prompt4_false-presuppositions83_5,1,0.57,261
claude_prompt0_false-presuppositions84_1,1,0.49,180
claude_prompt0_false-presuppositions84_2,1,0.60,218
claude_prompt0_false-presuppositions84_3,1,0.48,219
claude_prompt0_false-presuppositions84_4,1,0.64,226
claude_prompt0_false-presuppositions84_5,1,0.62,224
claude_prompt1_false-presuppositions84_1,1,0.57,171
claude_prompt1_false-presuppositions84_2,1,0.63,196
claude_prompt1_false-presuppositions84_3,1,0.55,208
claude_prompt1_false-presuppositions84_4,1,0.66,215
claude_prompt1_false-presuppositions84_5,1,0.65,215
claude_prompt2_false-presuppositions84_1,1,0.52,181
claude_prompt2_false-presuppositions84_2,1,0.69,202
claude_prompt2_false-presuppositions84_3,1,0.53,206
claude_prompt2_false-presuppositions84_4,1,0.64,221
claude_prompt2_false-presuppositions84_5,1,0.51,242
claude_prompt3_false-presuppositions84_1,1,0.57,195
claude_prompt3_false-presuppositions84_2,1,0.58,205
claude_prompt3_false-presuppositions84_3,1,0.53,205
claude_prompt3_false-presuppositions84_4,1,0.60,217
claude_prompt3_false-presuppositions84_5,1,0.57,215
claude_prompt4_false-presuppositions84_1,1,0.43,193
claude_prompt4_false-presuppositions84_2,1,0.55,200
claude_prompt4_false-presuppositions84_3,1,0.52,213
claude_prompt4_false-presuppositions84_4,1,0.62,223
claude_prompt4_false-presuppositions84_5,1,0.56,222
claude_prompt0_false-presuppositions85_1,1,0.61,178
claude_prompt0_false-presuppositions85_2,1,0.68,230
claude_prompt0_false-presuppositions85_3,1,0.51,232
claude_prompt0_false-presuppositions85_4,1,0.64,250
claude_prompt0_false-presuppositions85_5,1,0.55,253
claude_prompt1_false-presuppositions85_1,1,0.71,146
claude_prompt1_false-presuppositions85_2,1,0.67,220
