GroupID,Segment,Person.1,Person.2,LSM,WC.Person.1,WC.Person.2
deepseek-r1_prompt0_false-presuppositions187_1,1,human,agent,0.36,11,155
deepseek-r1_prompt0_false-presuppositions187_2,1,human,agent,0.57,19,234
deepseek-r1_prompt0_false-presuppositions187_3,1,human,agent,0.41,20,293
deepseek-r1_prompt0_false-presuppositions187_4,1,human,agent,0.55,28,275
deepseek-r1_prompt0_false-presuppositions187_5,1,human,agent,0.48,23,265
deepseek-r1_prompt1_false-presuppositions187_1,1,human,agent,0.35,11,159
deepseek-r1_prompt1_false-presuppositions187_2,1,human,agent,0.62,19,217
deepseek-r1_prompt1_false-presuppositions187_3,1,human,agent,0.37,20,256
deepseek-r1_prompt1_false-presuppositions187_4,1,human,agent,0.60,28,294
deepseek-r1_prompt1_false-presuppositions187_5,1,human,agent,0.52,23,280
deepseek-r1_prompt2_false-presuppositions187_1,1,human,agent,0.42,11,154
deepseek-r1_prompt2_false-presuppositions187_2,1,human,agent,0.65,19,225
deepseek-r1_prompt2_false-presuppositions187_3,1,human,agent,0.42,20,266
deepseek-r1_prompt2_false-presuppositions187_4,1,human,agent,0.65,28,293
deepseek-r1_prompt2_false-presuppositions187_5,1,human,agent,0.49,23,295
deepseek-r1_prompt3_false-presuppositions187_1,1,human,agent,0.49,11,153
deepseek-r1_prompt3_false-presuppositions187_2,1,human,agent,0.61,19,243
deepseek-r1_prompt3_false-presuppositions187_3,1,human,agent,0.38,20,251
deepseek-r1_prompt3_false-presuppositions187_4,1,human,agent,0.60,28,278
deepseek-r1_prompt3_false-presuppositions187_5,1,human,agent,0.43,23,296
deepseek-r1_prompt4_false-presuppositions187_1,1,human,agent,0.35,11,106
deepseek-r1_prompt4_false-presuppositions187_2,1,human,agent,0.56,19,229
deepseek-r1_prompt4_false-presuppositions187_3,1,human,agent,0.38,20,268
deepseek-r1_prompt4_false-presuppositions187_4,1,human,agent,0.63,28,288
deepseek-r1_prompt4_false-presuppositions187_5,1,human,agent,0.47,23,315
deepseek-r1_prompt0_false-presuppositions188_1,1,human,agent,0.57,20,240
deepseek-r1_prompt0_false-presuppositions188_2,1,human,agent,0.55,21,265
deepseek-r1_prompt0_false-presuppositions188_3,1,human,agent,0.49,27,256
deepseek-r1_prompt0_false-presuppositions188_4,1,human,agent,0.57,30,215
deepseek-r1_prompt0_false-presuppositions188_5,1,human,agent,0.50,36,282
deepseek-r1_prompt1_false-presuppositions188_1,1,human,agent,0.54,20,217
deepseek-r1_prompt1_false-presuppositions188_2,1,human,agent,0.60,21,240
deepseek-r1_prompt1_false-presuppositions188_3,1,human,agent,0.53,27,277
deepseek-r1_prompt1_false-presuppositions188_4,1,human,agent,0.54,30,275
deepseek-r1_prompt1_false-presuppositions188_5,1,human,agent,0.52,36,270
deepseek-r1_prompt2_false-presuppositions188_1,1,human,agent,0.39,20,115
deepseek-r1_prompt2_false-presuppositions188_2,1,human,agent,0.57,21,289
deepseek-r1_prompt2_false-presuppositions188_3,1,human,agent,0.56,27,312
deepseek-r1_prompt2_false-presuppositions188_4,1,human,agent,0.58,30,329
deepseek-r1_prompt2_false-presuppositions188_5,1,human,agent,0.57,36,323
deepseek-r1_prompt3_false-presuppositions188_1,1,human,agent,0.58,20,216
deepseek-r1_prompt3_false-presuppositions188_2,1,human,agent,0.50,21,240
deepseek-r1_prompt3_false-presuppositions188_3,1,human,agent,0.60,27,243
deepseek-r1_prompt3_false-presuppositions188_4,1,human,agent,0.56,30,269
deepseek-r1_prompt3_false-presuppositions188_5,1,human,agent,0.48,36,289
deepseek-r1_prompt4_false-presuppositions188_1,1,human,agent,0.56,20,96
deepseek-r1_prompt4_false-presuppositions188_2,1,human,agent,0.58,21,254
deepseek-r1_prompt4_false-presuppositions188_3,1,human,agent,0.51,27,262
deepseek-r1_prompt4_false-presuppositions188_4,1,human,agent,0.49,30,268
deepseek-r1_prompt4_false-presuppositions188_5,1,human,agent,0.48,36,296
deepseek-r1_prompt0_false-presuppositions189_1,1,human,agent,0.70,32,233
deepseek-r1_prompt0_false-presuppositions189_2,1,human,agent,0.31,20,225
deepseek-r1_prompt0_false-presuppositions189_3,1,human,agent,0.53,24,280
deepseek-r1_prompt0_false-presuppositions189_4,1,human,agent,0.36,29,300
deepseek-r1_prompt0_false-presuppositions189_5,1,human,agent,0.32,21,332
deepseek-r1_prompt1_false-presuppositions189_1,1,human,agent,0.73,32,241
deepseek-r1_prompt1_false-presuppositions189_2,1,human,agent,0.34,20,243
deepseek-r1_prompt1_false-presuppositions189_3,1,human,agent,0.50,24,267
deepseek-r1_prompt1_false-presuppositions189_4,1,human,agent,0.49,29,268
deepseek-r1_prompt1_false-presuppositions189_5,1,human,agent,0.35,21,256
deepseek-r1_prompt2_false-presuppositions189_1,1,human,agent,0.59,32,191
deepseek-r1_prompt2_false-presuppositions189_2,1,human,agent,0.39,20,247
deepseek-r1_prompt2_false-presuppositions189_3,1,human,agent,0.51,24,262
deepseek-r1_prompt2_false-presuppositions189_4,1,human,agent,0.53,29,240
deepseek-r1_prompt2_false-presuppositions189_5,1,human,agent,0.32,21,272
deepseek-r1_prompt3_false-presuppositions189_1,1,human,agent,0.68,32,208
deepseek-r1_prompt3_false-presuppositions189_2,1,human,agent,0.30,20,231
deepseek-r1_prompt3_false-presuppositions189_3,1,human,agent,0.48,24,283
deepseek-r1_prompt3_false-presuppositions189_4,1,human,agent,0.38,29,255
deepseek-r1_prompt3_false-presuppositions189_5,1,human,agent,0.28,21,277
deepseek-r1_prompt4_false-presuppositions189_1,1,human,agent,0.68,32,108
deepseek-r1_prompt4_false-presuppositions189_2,1,human,agent,0.39,20,185
deepseek-r1_prompt4_false-presuppositions189_3,1,human,agent,0.49,24,221
deepseek-r1_prompt4_false-presuppositions189_4,1,human,agent,0.52,29,243
deepseek-r1_prompt4_false-presuppositions189_5,1,human,agent,0.32,21,281
deepseek-r1_prompt0_false-presuppositions19_1,1,human,agent,0.52,25,227
deepseek-r1_prompt0_false-presuppositions19_2,1,human,agent,0.63,25,225
deepseek-r1_prompt0_false-presuppositions19_3,1,human,agent,0.51,22,211
deepseek-r1_prompt0_false-presuppositions19_4,1,human,agent,0.60,29,271
deepseek-r1_prompt0_false-presuppositions19_5,1,human,agent,0.46,25,284
deepseek-r1_prompt1_false-presuppositions19_1,1,human,agent,0.59,25,175
deepseek-r1_prompt1_false-presuppositions19_2,1,human,agent,0.50,25,223
deepseek-r1_prompt1_false-presuppositions19_3,1,human,agent,0.50,22,259
deepseek-r1_prompt1_false-presuppositions19_4,1,human,agent,0.62,29,286
deepseek-r1_prompt1_false-presuppositions19_5,1,human,agent,0.48,25,305
deepseek-r1_prompt2_false-presuppositions19_1,1,human,agent,0.66,25,140
deepseek-r1_prompt2_false-presuppositions19_2,1,human,agent,0.59,25,259
deepseek-r1_prompt2_false-presuppositions19_3,1,human,agent,0.57,22,272
deepseek-r1_prompt2_false-presuppositions19_4,1,human,agent,0.60,29,312
deepseek-r1_prompt2_false-presuppositions19_5,1,human,agent,0.49,25,313
deepseek-r1_prompt3_false-presuppositions19_1,1,human,agent,0.60,25,163
deepseek-r1_prompt3_false-presuppositions19_2,1,human,agent,0.51,25,239
deepseek-r1_prompt3_false-presuppositions19_3,1,human,agent,0.45,22,271
deepseek-r1_prompt3_false-presuppositions19_4,1,human,agent,0.59,29,283
deepseek-r1_prompt3_false-presuppositions19_5,1,human,agent,0.47,25,302
deepseek-r1_prompt4_false-presuppositions19_1,1,human,agent,0.58,25,160
deepseek-r1_prompt4_false-presuppositions19_2,1,human,agent,0.55,25,209
deepseek-r1_prompt4_false-presuppositions19_3,1,human,agent,0.51,22,280
deepseek-r1_prompt4_false-presuppositions19_4,1,human,agent,0.58,29,292
deepseek-r1_prompt4_false-presuppositions19_5,1,human,agent,0.47,25,297
deepseek-r1_prompt0_false-presuppositions190_1,1
deepseek-r1_prompt0_false-presuppositions190_2,1,human,agent,0.41,17,224
deepseek-r1_prompt0_false-presuppositions190_3,1,human,agent,0.36,13,221
deepseek-r1_prompt0_false-presuppositions190_4,1,human,agent,0.56,18,195
deepseek-r1_prompt0_false-presuppositions190_5,1,human,agent,0.66,23,220
deepseek-r1_prompt1_false-presuppositions190_1,1
deepseek-r1_prompt1_false-presuppositions190_2,1,human,agent,0.42,17,231
deepseek-r1_prompt1_false-presuppositions190_3,1,human,agent,0.43,13,219
deepseek-r1_prompt1_false-presuppositions190_4,1,human,agent,0.54,18,209
deepseek-r1_prompt1_false-presuppositions190_5,1,human,agent,0.66,23,264
deepseek-r1_prompt2_false-presuppositions190_1,1
deepseek-r1_prompt2_false-presuppositions190_2,1,human,agent,0.43,17,208
deepseek-r1_prompt2_false-presuppositions190_3,1,human,agent,0.46,13,232
deepseek-r1_prompt2_false-presuppositions190_4,1,human,agent,0.65,18,224
deepseek-r1_prompt2_false-presuppositions190_5,1,human,agent,0.74,23,238
deepseek-r1_prompt3_false-presuppositions190_1,1
deepseek-r1_prompt3_false-presuppositions190_2,1,human,agent,0.40,17,177
deepseek-r1_prompt3_false-presuppositions190_3,1,human,agent,0.40,13,173
deepseek-r1_prompt3_false-presuppositions190_4,1,human,agent,0.47,18,177
deepseek-r1_prompt3_false-presuppositions190_5,1,human,agent,0.63,23,245
deepseek-r1_prompt4_false-presuppositions190_1,1
deepseek-r1_prompt4_false-presuppositions190_2,1,human,agent,0.44,17,242
deepseek-r1_prompt4_false-presuppositions190_3,1,human,agent,0.45,13,242
deepseek-r1_prompt4_false-presuppositions190_4,1,human,agent,0.59,18,235
deepseek-r1_prompt4_false-presuppositions190_5,1,human,agent,0.65,23,265
deepseek-r1_prompt0_false-presuppositions191_1,1,human,agent,0.44,11,161
deepseek-r1_prompt0_false-presuppositions191_2,1,human,agent,0.48,17,183
deepseek-r1_prompt0_false-presuppositions191_3,1,human,agent,0.62,22,207
deepseek-r1_prompt0_false-presuppositions191_4,1,human,agent,0.46,37,205
deepseek-r1_prompt0_false-presuppositions191_5,1,human,agent,0.54,30,215
deepseek-r1_prompt1_false-presuppositions191_1,1,human,agent,0.43,11,190
deepseek-r1_prompt1_false-presuppositions191_2,1,human,agent,0.47,17,168
deepseek-r1_prompt1_false-presuppositions191_3,1,human,agent,0.57,22,192
deepseek-r1_prompt1_false-presuppositions191_4,1,human,agent,0.51,37,205
deepseek-r1_prompt1_false-presuppositions191_5,1,human,agent,0.64,30,247
deepseek-r1_prompt2_false-presuppositions191_1,1,human,agent,0.58,11,106
deepseek-r1_prompt2_false-presuppositions191_2,1,human,agent,0.49,17,251
deepseek-r1_prompt2_false-presuppositions191_3,1,human,agent,0.69,22,260
deepseek-r1_prompt2_false-presuppositions191_4,1,human,agent,0.60,37,254
deepseek-r1_prompt2_false-presuppositions191_5,1,human,agent,0.69,30,263
deepseek-r1_prompt3_false-presuppositions191_1,1,human,agent,0.31,11,183
deepseek-r1_prompt3_false-presuppositions191_2,1,human,agent,0.41,17,222
deepseek-r1_prompt3_false-presuppositions191_3,1,human,agent,0.63,22,206
deepseek-r1_prompt3_false-presuppositions191_4,1,human,agent,0.59,37,185
deepseek-r1_prompt3_false-presuppositions191_5,1,human,agent,0.49,30,205
deepseek-r1_prompt4_false-presuppositions191_1,1,human,agent,0.59,11,84
deepseek-r1_prompt4_false-presuppositions191_2,1,human,agent,0.53,17,190
deepseek-r1_prompt4_false-presuppositions191_3,1,human,agent,0.69,22,239
deepseek-r1_prompt4_false-presuppositions191_4,1,human,agent,0.57,37,224
deepseek-r1_prompt4_false-presuppositions191_5,1,human,agent,0.61,30,239
deepseek-r1_prompt0_false-presuppositions192_1,1,human,agent,0.33,13,246
deepseek-r1_prompt0_false-presuppositions192_2,1,human,agent,0.61,21,244
deepseek-r1_prompt0_false-presuppositions192_3,1,human,agent,0.46,20,246
deepseek-r1_prompt0_false-presuppositions192_4,1,human,agent,0.45,25,280
deepseek-r1_prompt0_false-presuppositions192_5,1,human,agent,0.58,24,286
deepseek-r1_prompt1_false-presuppositions192_1,1,human,agent,0.32,13,202
deepseek-r1_prompt1_false-presuppositions192_2,1,human,agent,0.66,21,229
deepseek-r1_prompt1_false-presuppositions192_3,1,human,agent,0.46,20,210
deepseek-r1_prompt1_false-presuppositions192_4,1,human,agent,0.54,25,206
deepseek-r1_prompt1_false-presuppositions192_5,1,human,agent,0.58,24,236
deepseek-r1_prompt2_false-presuppositions192_1,1,human,agent,0.47,13,140
deepseek-r1_prompt2_false-presuppositions192_2,1,human,agent,0.67,21,230
deepseek-r1_prompt2_false-presuppositions192_3,1,human,agent,0.65,20,248
deepseek-r1_prompt2_false-presuppositions192_4,1,human,agent,0.50,25,276
deepseek-r1_prompt2_false-presuppositions192_5,1,human,agent,0.58,24,288
deepseek-r1_prompt3_false-presuppositions192_1,1,human,agent,0.33,13,224
deepseek-r1_prompt3_false-presuppositions192_2,1,human,agent,0.53,21,227
deepseek-r1_prompt3_false-presuppositions192_3,1,human,agent,0.49,20,238
deepseek-r1_prompt3_false-presuppositions192_4,1,human,agent,0.47,25,250
deepseek-r1_prompt3_false-presuppositions192_5,1,human,agent,0.59,24,262
deepseek-r1_prompt4_false-presuppositions192_1,1,human,agent,0.40,13,120
deepseek-r1_prompt4_false-presuppositions192_2,1,human,agent,0.69,21,220
deepseek-r1_prompt4_false-presuppositions192_3,1,human,agent,0.57,20,264
deepseek-r1_prompt4_false-presuppositions192_4,1,human,agent,0.49,25,261
deepseek-r1_prompt4_false-presuppositions192_5,1,human,agent,0.57,24,282
deepseek-r1_prompt0_false-presuppositions193_1,1,human,agent,0.51,16,294
deepseek-r1_prompt0_false-presuppositions193_2,1,human,agent,0.40,21,254
deepseek-r1_prompt0_false-presuppositions193_3,1,human,agent,0.48,20,295
deepseek-r1_prompt0_false-presuppositions193_4,1,human,agent,0.38,24,267
deepseek-r1_prompt0_false-presuppositions193_5,1,human,agent,0.52,20,294
deepseek-r1_prompt1_false-presuppositions193_1,1,human,agent,0.36,16,254
deepseek-r1_prompt1_false-presuppositions193_2,1,human,agent,0.45,21,273
deepseek-r1_prompt1_false-presuppositions193_3,1,human,agent,0.53,20,280
deepseek-r1_prompt1_false-presuppositions193_4,1,human,agent,0.40,24,294
deepseek-r1_prompt1_false-presuppositions193_5,1,human,agent,0.54,20,278
deepseek-r1_prompt2_false-presuppositions193_1,1,human,agent,0.36,16,163
deepseek-r1_prompt2_false-presuppositions193_2,1,human,agent,0.55,21,211
deepseek-r1_prompt2_false-presuppositions193_3,1,human,agent,0.59,20,245
deepseek-r1_prompt2_false-presuppositions193_4,1,human,agent,0.43,24,252
deepseek-r1_prompt2_false-presuppositions193_5,1,human,agent,0.47,20,258
deepseek-r1_prompt3_false-presuppositions193_1,1,human,agent,0.46,16,212
deepseek-r1_prompt3_false-presuppositions193_2,1,human,agent,0.41,21,237
deepseek-r1_prompt3_false-presuppositions193_3,1,human,agent,0.39,20,243
deepseek-r1_prompt3_false-presuppositions193_4,1,human,agent,0.38,24,292
deepseek-r1_prompt3_false-presuppositions193_5,1,human,agent,0.53,20,302
deepseek-r1_prompt4_false-presuppositions193_1,1,human,agent,0.41,16,122
deepseek-r1_prompt4_false-presuppositions193_2,1,human,agent,0.52,21,237
deepseek-r1_prompt4_false-presuppositions193_3,1,human,agent,0.52,20,295
deepseek-r1_prompt4_false-presuppositions193_4,1,human,agent,0.43,24,284
deepseek-r1_prompt4_false-presuppositions193_5,1,human,agent,0.56,20,304
deepseek-r1_prompt0_false-presuppositions194_1,1,human,agent,0.31,25,244
deepseek-r1_prompt0_false-presuppositions194_2,1,human,agent,0.55,24,262
deepseek-r1_prompt0_false-presuppositions194_3,1,human,agent,0.21,14,273
deepseek-r1_prompt0_false-presuppositions194_4,1,human,agent,0.47,22,275
deepseek-r1_prompt0_false-presuppositions194_5,1,human,agent,0.50,32,275
deepseek-r1_prompt1_false-presuppositions194_1,1,human,agent,0.30,25,264
deepseek-r1_prompt1_false-presuppositions194_2,1,human,agent,0.56,24,291
deepseek-r1_prompt1_false-presuppositions194_3,1,human,agent,0.23,14,336
deepseek-r1_prompt1_false-presuppositions194_4,1,human,agent,0.54,22,291
deepseek-r1_prompt1_false-presuppositions194_5,1,human,agent,0.53,32,220
deepseek-r1_prompt2_false-presuppositions194_1,1,human,agent,0.36,25,267
deepseek-r1_prompt2_false-presuppositions194_2,1,human,agent,0.49,24,287
deepseek-r1_prompt2_false-presuppositions194_3,1,human,agent,0.22,14,273
deepseek-r1_prompt2_false-presuppositions194_4,1,human,agent,0.55,22,276
deepseek-r1_prompt2_false-presuppositions194_5,1,human,agent,0.49,32,281
deepseek-r1_prompt3_false-presuppositions194_1,1,human,agent,0.30,25,291
deepseek-r1_prompt3_false-presuppositions194_2,1,human,agent,0.43,24,246
deepseek-r1_prompt3_false-presuppositions194_3,1,human,agent,0.23,14,265
deepseek-r1_prompt3_false-presuppositions194_4,1,human,agent,0.56,22,236
deepseek-r1_prompt3_false-presuppositions194_5,1,human,agent,0.48,32,286
deepseek-r1_prompt4_false-presuppositions194_1,1,human,agent,0.38,25,234
deepseek-r1_prompt4_false-presuppositions194_2,1,human,agent,0.53,24,254
deepseek-r1_prompt4_false-presuppositions194_3,1,human,agent,0.23,14,265
deepseek-r1_prompt4_false-presuppositions194_4,1,human,agent,0.53,22,217
deepseek-r1_prompt4_false-presuppositions194_5,1,human,agent,0.52,32,242
deepseek-r1_prompt0_false-presuppositions195_1,1,human,agent,0.48,33,280
deepseek-r1_prompt0_false-presuppositions195_2,1,human,agent,0.33,21,207
deepseek-r1_prompt0_false-presuppositions195_3,1,human,agent,0.60,24,252
deepseek-r1_prompt0_false-presuppositions195_4,1,human,agent,0.57,28,256
deepseek-r1_prompt0_false-presuppositions195_5,1,human,agent,0.39,24,253
deepseek-r1_prompt1_false-presuppositions195_1,1,human,agent,0.49,33,290
deepseek-r1_prompt1_false-presuppositions195_2,1,human,agent,0.37,21,270
deepseek-r1_prompt1_false-presuppositions195_3,1,human,agent,0.59,24,266
deepseek-r1_prompt1_false-presuppositions195_4,1,human,agent,0.52,28,246
deepseek-r1_prompt1_false-presuppositions195_5,1,human,agent,0.40,24,257
deepseek-r1_prompt2_false-presuppositions195_1,1,human,agent,0.66,33,211
deepseek-r1_prompt2_false-presuppositions195_2,1,human,agent,0.42,21,245
deepseek-r1_prompt2_false-presuppositions195_3,1,human,agent,0.65,24,254
deepseek-r1_prompt2_false-presuppositions195_4,1,human,agent,0.70,28,250
deepseek-r1_prompt2_false-presuppositions195_5,1,human,agent,0.49,24,262
deepseek-r1_prompt3_false-presuppositions195_1,1,human,agent,0.53,33,272
deepseek-r1_prompt3_false-presuppositions195_2,1,human,agent,0.31,21,215
deepseek-r1_prompt3_false-presuppositions195_3,1,human,agent,0.55,24,237
deepseek-r1_prompt3_false-presuppositions195_4,1,human,agent,0.52,28,258
deepseek-r1_prompt3_false-presuppositions195_5,1,human,agent,0.39,24,261
deepseek-r1_prompt4_false-presuppositions195_1,1,human,agent,0.60,33,124
deepseek-r1_prompt4_false-presuppositions195_2,1,human,agent,0.45,21,245
deepseek-r1_prompt4_false-presuppositions195_3,1,human,agent,0.56,24,256
deepseek-r1_prompt4_false-presuppositions195_4,1,human,agent,0.56,28,266
deepseek-r1_prompt4_false-presuppositions195_5,1,human,agent,0.45,24,262
deepseek-r1_prompt0_false-presuppositions196_1,1,human,agent,0.39,20,291
deepseek-r1_prompt0_false-presuppositions196_2,1,human,agent,0.25,17,237
deepseek-r1_prompt0_false-presuppositions196_3,1,human,agent,0.27,22,239
deepseek-r1_prompt0_false-presuppositions196_4,1,human,agent,0.43,31,269
deepseek-r1_prompt0_false-presuppositions196_5,1,human,agent,0.70,37,310
deepseek-r1_prompt1_false-presuppositions196_1,1,human,agent,0.43,20,336
deepseek-r1_prompt1_false-presuppositions196_2,1,human,agent,0.24,17,251
deepseek-r1_prompt1_false-presuppositions196_3,1,human,agent,0.27,22,267
deepseek-r1_prompt1_false-presuppositions196_4,1,human,agent,0.39,31,294
deepseek-r1_prompt1_false-presuppositions196_5,1,human,agent,0.52,37,277
deepseek-r1_prompt2_false-presuppositions196_1,1,human,agent,0.39,20,238
deepseek-r1_prompt2_false-presuppositions196_2,1,human,agent,0.30,17,260
deepseek-r1_prompt2_false-presuppositions196_3,1,human,agent,0.44,22,261
deepseek-r1_prompt2_false-presuppositions196_4,1,human,agent,0.53,31,278
deepseek-r1_prompt2_false-presuppositions196_5,1,human,agent,0.66,37,310
deepseek-r1_prompt3_false-presuppositions196_1,1,human,agent,0.52,20,290
deepseek-r1_prompt3_false-presuppositions196_2,1,human,agent,0.31,17,256
deepseek-r1_prompt3_false-presuppositions196_3,1,human,agent,0.31,22,283
deepseek-r1_prompt3_false-presuppositions196_4,1,human,agent,0.48,31,278
deepseek-r1_prompt3_false-presuppositions196_5,1,human,agent,0.53,37,283
deepseek-r1_prompt4_false-presuppositions196_1,1,human,agent,0.35,20,195
deepseek-r1_prompt4_false-presuppositions196_2,1,human,agent,0.36,17,255
deepseek-r1_prompt4_false-presuppositions196_3,1,human,agent,0.35,22,290
deepseek-r1_prompt4_false-presuppositions196_4,1,human,agent,0.49,31,280
deepseek-r1_prompt4_false-presuppositions196_5,1,human,agent,0.59,37,300
deepseek-r1_prompt0_false-presuppositions197_1,1,human,agent,0.28,13,206
deepseek-r1_prompt0_false-presuppositions197_2,1,human,agent,0.59,22,235
deepseek-r1_prompt0_false-presuppositions197_3,1,human,agent,0.46,19,222
deepseek-r1_prompt0_false-presuppositions197_4,1,human,agent,0.54,31,263
deepseek-r1_prompt0_false-presuppositions197_5,1,human,agent,0.68,25,273
deepseek-r1_prompt1_false-presuppositions197_1,1,human,agent,0.23,13,234
deepseek-r1_prompt1_false-presuppositions197_2,1,human,agent,0.64,22,226
deepseek-r1_prompt1_false-presuppositions197_3,1,human,agent,0.53,19,256
deepseek-r1_prompt1_false-presuppositions197_4,1,human,agent,0.49,31,280
deepseek-r1_prompt1_false-presuppositions197_5,1,human,agent,0.63,25,265
deepseek-r1_prompt2_false-presuppositions197_1,1,human,agent,0.40,13,128
deepseek-r1_prompt2_false-presuppositions197_2,1,human,agent,0.58,22,243
deepseek-r1_prompt2_false-presuppositions197_3,1,human,agent,0.50,19,247
deepseek-r1_prompt2_false-presuppositions197_4,1,human,agent,0.51,31,305
deepseek-r1_prompt2_false-presuppositions197_5,1,human,agent,0.62,25,279
deepseek-r1_prompt3_false-presuppositions197_1,1,human,agent,0.33,13,193
deepseek-r1_prompt3_false-presuppositions197_2,1,human,agent,0.62,22,259
deepseek-r1_prompt3_false-presuppositions197_3,1,human,agent,0.48,19,265
deepseek-r1_prompt3_false-presuppositions197_4,1,human,agent,0.56,31,272
deepseek-r1_prompt3_false-presuppositions197_5,1,human,agent,0.56,25,246
deepseek-r1_prompt4_false-presuppositions197_1,1,human,agent,0.38,13,123
deepseek-r1_prompt4_false-presuppositions197_2,1,human,agent,0.65,22,216
deepseek-r1_prompt4_false-presuppositions197_3,1,human,agent,0.47,19,221
deepseek-r1_prompt4_false-presuppositions197_4,1,human,agent,0.47,31,271
deepseek-r1_prompt4_false-presuppositions197_5,1,human,agent,0.62,25,256
deepseek-r1_prompt0_false-presuppositions198_1,1
deepseek-r1_prompt0_false-presuppositions198_2,1,human,agent,0.28,16,245
deepseek-r1_prompt0_false-presuppositions198_3,1,human,agent,0.54,21,262
deepseek-r1_prompt0_false-presuppositions198_4,1,human,agent,0.58,27,264
deepseek-r1_prompt0_false-presuppositions198_5,1,human,agent,0.33,19,243
deepseek-r1_prompt1_false-presuppositions198_1,1
deepseek-r1_prompt1_false-presuppositions198_2,1,human,agent,0.41,16,259
deepseek-r1_prompt1_false-presuppositions198_3,1,human,agent,0.63,21,282
deepseek-r1_prompt1_false-presuppositions198_4,1,human,agent,0.61,27,280
deepseek-r1_prompt1_false-presuppositions198_5,1,human,agent,0.38,19,266
deepseek-r1_prompt2_false-presuppositions198_1,1
deepseek-r1_prompt2_false-presuppositions198_2,1,human,agent,0.32,16,252
deepseek-r1_prompt2_false-presuppositions198_3,1,human,agent,0.63,21,320
deepseek-r1_prompt2_false-presuppositions198_4,1,human,agent,0.66,27,331
deepseek-r1_prompt2_false-presuppositions198_5,1,human,agent,0.41,19,321
deepseek-r1_prompt3_false-presuppositions198_1,1
deepseek-r1_prompt3_false-presuppositions198_2,1,human,agent,0.39,16,237
deepseek-r1_prompt3_false-presuppositions198_3,1,human,agent,0.60,21,257
deepseek-r1_prompt3_false-presuppositions198_4,1,human,agent,0.59,27,277
deepseek-r1_prompt3_false-presuppositions198_5,1,human,agent,0.33,19,299
deepseek-r1_prompt4_false-presuppositions198_1,1
deepseek-r1_prompt4_false-presuppositions198_2,1,human,agent,0.28,16,245
deepseek-r1_prompt4_false-presuppositions198_3,1,human,agent,0.61,21,301
deepseek-r1_prompt4_false-presuppositions198_4,1,human,agent,0.59,27,314
deepseek-r1_prompt4_false-presuppositions198_5,1,human,agent,0.36,19,300
deepseek-r1_prompt0_false-presuppositions199_1,1,human,agent,0.55,35,310
deepseek-r1_prompt0_false-presuppositions199_2,1,human,agent,0.57,22,258
deepseek-r1_prompt0_false-presuppositions199_3,1,human,agent,0.71,34,328
deepseek-r1_prompt0_false-presuppositions199_4,1,human,agent,0.74,36,327
deepseek-r1_prompt0_false-presuppositions199_5,1,human,agent,0.63,32,317
deepseek-r1_prompt1_false-presuppositions199_1,1,human,agent,0.51,35,294
deepseek-r1_prompt1_false-presuppositions199_2,1,human,agent,0.62,22,245
deepseek-r1_prompt1_false-presuppositions199_3,1,human,agent,0.67,34,278
deepseek-r1_prompt1_false-presuppositions199_4,1,human,agent,0.70,36,279
deepseek-r1_prompt1_false-presuppositions199_5,1,human,agent,0.65,32,310
deepseek-r1_prompt2_false-presuppositions199_1,1,human,agent,0.54,35,115
deepseek-r1_prompt2_false-presuppositions199_2,1,human,agent,0.62,22,254
deepseek-r1_prompt2_false-presuppositions199_3,1,human,agent,0.74,34,275
deepseek-r1_prompt2_false-presuppositions199_4,1,human,agent,0.79,36,304
deepseek-r1_prompt2_false-presuppositions199_5,1,human,agent,0.68,32,347
deepseek-r1_prompt3_false-presuppositions199_1,1,human,agent,0.57,35,169
deepseek-r1_prompt3_false-presuppositions199_2,1,human,agent,0.53,22,262
deepseek-r1_prompt3_false-presuppositions199_3,1,human,agent,0.59,34,286
deepseek-r1_prompt3_false-presuppositions199_4,1,human,agent,0.63,36,304
deepseek-r1_prompt3_false-presuppositions199_5,1,human,agent,0.68,32,315
deepseek-r1_prompt4_false-presuppositions199_1,1,human,agent,0.40,35,87
deepseek-r1_prompt4_false-presuppositions199_2,1,human,agent,0.58,22,242
deepseek-r1_prompt4_false-presuppositions199_3,1,human,agent,0.75,34,276
deepseek-r1_prompt4_false-presuppositions199_4,1,human,agent,0.68,36,306
deepseek-r1_prompt4_false-presuppositions199_5,1,human,agent,0.65,32,317
deepseek-r1_prompt0_false-presuppositions2_1,1,human,agent,0.66,13,188
deepseek-r1_prompt0_false-presuppositions2_2,1,human,agent,0.48,19,245
deepseek-r1_prompt0_false-presuppositions2_3,1,human,agent,0.55,19,268
deepseek-r1_prompt0_false-presuppositions2_4,1,human,agent,0.58,22,279
deepseek-r1_prompt0_false-presuppositions2_5,1,human,agent,0.61,25,251
deepseek-r1_prompt1_false-presuppositions2_1,1,human,agent,0.46,13,274
deepseek-r1_prompt1_false-presuppositions2_2,1,human,agent,0.44,19,200
deepseek-r1_prompt1_false-presuppositions2_3,1,human,agent,0.54,19,261
deepseek-r1_prompt1_false-presuppositions2_4,1,human,agent,0.58,22,294
deepseek-r1_prompt1_false-presuppositions2_5,1,human,agent,0.64,25,264
deepseek-r1_prompt2_false-presuppositions2_1,1,human,agent,0.41,13,148
